source_id,publisher,title,edition,publication_date,url,retrieved_at,license,terms_notes,method_summary,sample_notes,known_biases,is_vendor_or_stakeholder
PISA_FACTOPIN_OECD,"PISA 2022 - Students' Beliefs About the Reliability of Information","1st ed.","2023-12","https://www.oecd.org/pisa/results/pisa2022-volume-v/appendix-a2/","2026-09-19","CC BY-NC-SA 4.0","Data from public database, public use files available","Assessment of students' ability to distinguish factual from opinion statements","Sample: 81 countries, ~700,000 students. Situational judgment tasks with reasoning","Focus on youth population, may not generalize to adults",false
EMLI_CouncilEurope,"European Media Literacy Index","2nd ed.","2023","https://www.coe.int/en/web/media-literacy","2026-09-19","Custom: Council of Europe Terms","Academic use permitted with attribution","Composite index measuring media and information literacy across European countries","Sample: 39 European countries. Survey data combined with policy analysis","European focus, limited non-European validation",false
KPMG_AI_Trust,"KPMG-Melbourne AI Trust Study","1st ed.","2023","https://kpmg.com/au/en/home/insights/2023/07/artificial-intelligence-trust-study.html","2026-09-19","Custom: KPMG Terms","Research use permitted with attribution","Global survey measuring public attitudes toward trust and concern in AI systems","Sample: 32 countries. Online survey with stratified sampling","Corporate sponsor may influence framing, limited behavioral measures",false
IPSOS_AI_Monitor,"Ipsos Global AI Monitor","Q3 2023","2023-09","https://www.ipsos.com/en-au/ipsos-global-monitor-artificial-intelligence","2026-09-19","Custom: Ipsos Terms","Academic use permitted with attribution","Quarterly tracking survey on AI attitudes, behaviors, and awareness globally","Sample: 28+ countries, 20,000+ respondents. Online surveys","Commercial research firm methodology, varies by country",false
PEW_AI_Attitudes,"Pew Research Center - AI Attitudes","1st ed.","2023","https://www.pewresearch.org/short-reads/2023/08/30/americans-views-on-ai-in-daily-life/","2026-09-19","CC BY 4.0","Open license, requires attribution","Survey on public attitudes toward AI automation and workplace impact","Sample: US focus with some international comparisons. 11,995 US adults","Primarily US data, limited international scope",false
EDELMAN_AI_Trust,"Edelman Trust Barometer AI Edition","14th ed.","2023","https://www.edelman.com/insights/trustbarometer/ai-edition/","2026-09-19","Custom: Edelman Terms","Academic use permitted with attribution","Annual survey measuring trust in AI institutions and companies","Sample: 28 countries. Online survey with representative sampling","Focuses on institutional trust rather than individual calibration",false
STANFORD_AI_Index,"Stanford AI Index Report 2023","6th ed.","2023-09","https://hai.stanford.edu/ai-index/2023","2026-09-19","CC BY 4.0","Open license, requires attribution","Comprehensive annual report tracking AI development, policy, and investment","Sample: Global coverage with focus on G20. Multiple data sources","Policy section focuses on formal regulations, may miss informal governance",false
WELLBEING_WHO,"WHO Mental Health Atlas","2022 ed.","2022-10","https://www.who.int/teams/mental-health-and-substance-use/mental-health-atlas","2026-09-19","CC BY-NC-SA 3.0","Open license, requires attribution","Global assessment of mental health resources and prevalence","Sample: 194 WHO member states. Self-reported surveys and administrative data","Self-reported measures, varies data quality across countries",false
SCREENTIME_Owlnut,"Owlnut Daily Screen Time Report","1st ed.","2023","https://owlnut.com/reports/digital-screen-time-2023","2026-09-19","Custom: Owlnut Terms","Research use permitted with attribution","Analysis of average daily screen time across countries","Sample: 46+ countries. Self-reported survey data","Self-reported data prone to recall bias, platform-specific",false
WBDIGITAL_WB,"World Bank Digital Adoption Index","2023 ed.","2023","https://www.worldbank.org/en/publication/digitaladoptionindex","2026-09-19","CC BY 4.0","Open license, requires attribution","Composite index measuring digital adoption across individuals, businesses, and governments","Sample: 120+ countries. Multiple data sources including household surveys","Broad measure of general digital adoption, not AI-specific",false
WEF_TECHADOPT,"World Economic Forum Technology Adoption Index","2023 ed.","2023","https://www.weforum.org/reports/global-information-technology-report-2023/","2026-09-19","Custom: WEF Terms","Academic use permitted with attribution","Index measuring technology adoption readiness and ecosystems","Sample: 138 countries. Survey data with innovation metrics","Focuses on business and institutional adoption, limited individual perspective",false
ITU_DEVELOP,"ITU Development Index","2023 ed.","2023","https://www.itu.int/en/ITU-D/Measurement/Methodology/IDI/2023/Index.html","2026-09-19","CC BY-SA 4.0","Open license, requires attribution","Composite index measuring ICT development across access, use, and skills","Sample: 180+ countries. Multiple ICT indicators combined","General ICT development, not specifically AI-related",false
REUTERS_2023,"Reuters Institute - Digital News Report","2023 ed.","2023-06","https://reutersinstitute.politics.ox.ac.uk/digital-news-report/2023","2026-09-19","CC BY 4.0","Open license, requires attribution","Global study of news consumption and misinformation concern","Sample: 46 countries, 93,000+ respondents. Online survey","Measures news attitudes rather than direct AI interaction",false
MEDIAWISE_2022,"MediaWise - Digital Media Literacy Report","1st ed.","2022","https://www.poynter.org/mediawise/","2026-09-19","Custom: MediaWise Terms","Academic use permitted with attribution","Digital media literacy and misinformation discernment testing","Sample: US student and adult cohorts","US only, small sample",false
LLOYDS_2022,"Lloyd's Register Foundation - World Risk Poll","2022 ed.","2022-11","https://wrp.lrfoundation.org.uk/","2026-09-19","CC BY-NC 4.0","Open license, requires attribution","Global risk perception poll including emerging technologies","Sample: 142 countries, 125,000 respondents","General technology risk rather than AI-specific",false
HBSC_2022,"WHO Health Behaviour in School-aged Children (HBSC)","2021/2022 survey","2023-05","https://www.hbsc.org/","2026-09-19","Open Access","Attribution required","International survey of adolescent health, wellbeing, and social environments","Sample: 44 European and North American countries","Focuses on youth wellbeing and screen time",false
WVS_2023,"World Values Survey Association - WVS Wave 7","Wave 7 (2017-2022)","2023-01","https://www.worldvaluessurvey.org/","2026-09-19","CC BY-NC-SA 4.0","Open license with attribution","Cross-national survey of human values, beliefs, and cultural dimensions","Sample: 120+ societies globally","Broad cultural orientation rather than AI-specific values",false
EVS_2023,"European Values Study - EVS 2017-2022","5th Wave","2023-04","https://europeanvaluesstudy.eu/","2026-09-19","CC BY-NC 4.0","Open license with attribution","Large-scale, cross-national survey research program on basic human values","Sample: 34 European countries","Attitudinal measures",false
ESS_2023,"European Social Survey - Round 10","Round 10 (2020-2022)","2023-06","https://www.europeansocialsurvey.org/","2026-09-19","CC BY-NC-SA 4.0","Open license with attribution","Academically driven cross-national survey measuring attitudes and behaviors","Sample: 30+ European nations","European focus, self-reported metrics",false
